crop_name,country_code,adm_id,season_name,planting_year,harvest_year,planting_date,harvest_date,yield,production,planted_area,harvest_area
sugarcane,MA,MA-NAT,main,1989,1989,,,,984780.0,15277.0,15277.0
sugarcane,MA,MA-NAT,main,1990,1990,,,,1019080.0,14846.0,14846.0
sugarcane,MA,MA-NAT,main,1991,1991,,,,1025772.0,14772.0,14772.0
sugarcane,MA,MA-NAT,main,1992,1992,,,,993745.0,15100.0,15100.0
sugarcane,MA,MA-NAT,main,1993,1993,,,,943600.0,15311.0,15311.0
sugarcane,MA,MA-NAT,main,1994,1994,,,,925440.0,15000.0,15000.0
sugarcane,MA,MA-NAT,main,1995,1995,,,,1031320.0,14900.0,14900.0
sugarcane,MA,MA-NAT,main,1996,1996,,,,899116.0,14300.0,14300.0
sugarcane,MA,MA-NAT,main,1997,1997,,,,742740.0,11100.0,11100.0
sugarcane,MA,MA-NAT,main,1998,1998,,,,1256065.0,16074.0,16074.0
sugarcane,MA,MA-NAT,main,1999,1999,,,,1372395.0,17940.0,17940.0
sugarcane,MA,MA-NAT,main,2000,2000,,,,1435931.0,17400.0,17400.0
sugarcane,MA,MA-NAT,main,2001,2001,,,,1114008.0,17900.0,17900.0
sugarcane,MA,MA-NAT,main,2002,2002,,,,949080.0,13800.0,13800.0
sugarcane,MA,MA-NAT,main,2003,2003,,,,898620.0,12600.0,12600.0
sugarcane,MA,MA-NAT,main,2004,2004,,,,872180.0,13400.0,13400.0
sugarcane,MA,MA-NAT,main,2005,2005,,,,782290.0,13300.0,13300.0
sugarcane,MA,MA-NAT,main,2006,2006,,,,997000.0,14340.0,14340.0
sugarcane,MA,MA-NAT,main,2007,2007,,,,933850.0,14000.0,14000.0
sugarcane,MA,MA-NAT,main,2008,2008,,,,912600.0,13400.0,13400.0
sugarcane,MA,MA-NAT,main,2009,2009,,,,813040.0,12400.0,12400.0
sugarcane,MA,MA-NAT,main,2010,2010,,,,632280.0,10300.0,10300.0
sugarcane,MA,MA-NAT,main,2011,2011,,,,763913.0,13420.0,13420.0
sugarcane,MA,MA-NAT,main,2012,2012,,,,540985.0,10105.0,10105.0
sugarcane,MA,MA-NAT,main,2013,2013,,,,619561.0,15457.0,15457.0
sugarcane,MA,MA-NAT,main,2014,2014,,,,278551.0,7911.0,7911.0
sugarcane,MA,MA-NAT,main,2015,2015,,,,395316.0,8483.0,8483.0
sugarcane,MA,MA-NAT,main,2016,2016,,,,426503.0,10434.0,10434.0
sugarcane,MA,MA-NAT,main,2017,2017,,,,553115.0,10596.0,10596.0
sugarcane,MA,MA-NAT,main,2018,2018,,,,616113.59,8746.0,8746.0
sugarcane,MA,MA-NAT,main,2019,2019,,,,518956.0,11306.0,11306.0
sugarcane,MA,MA-NAT,main,2020,2020,,,,792492.0,11763.0,11763.0
sugarcane,MA,MA-NAT,main,2021,2021,,,,613254.0,9468.0,9468.0
sugarcane,MA,MA-NAT,main,2022,2022,,,,571894.35,9317.0,9317.0
sugarcane,MA,MA-NAT,main,2023,2023,,,,385310.0,6753.0,6753.0
wheat,MA,MA-NAT,main,1961,1961,,,410000.0,720000.0,1590000.0,1590000.0
wheat,MA,MA-NAT,main,1962,1962,,,317.1,1500000.0,1460000.0,1460000.0
wheat,MA,MA-NAT,main,1963,1963,,,130000.0,1440000.0,1650000.0,1650000.0
wheat,MA,MA-NAT,main,1964,1964,,,450000.0,1440000.0,1530000.0,1530000.0
wheat,MA,MA-NAT,main,1965,1965,,,933.3,1580000.0,1660000.0,1660000.0
wheat,MA,MA-NAT,main,1966,1966,,,420000.0,1150000.0,1885000.0,1885000.0
wheat,MA,MA-NAT,main,1967,1967,,,460000.0,1506500.0,2036000.0,2036000.0
wheat,MA,MA-NAT,main,1968,1968,,,1043.5,2550000.0,1929800.0,1929800.0
wheat,MA,MA-NAT,main,1969,1969,,,480000.0,1469000.0,1959000.0,1959000.0
wheat,MA,MA-NAT,main,1970,1970,,,460000.0,1800500.0,1892000.0,1892000.0
wheat,MA,MA-NAT,main,1971,1971,,,869.6,2188100.0,2006000.0,2006000.0
wheat,MA,MA-NAT,main,1972,1972,,,400000.0,2160770.0,1998400.0,1998400.0
wheat,MA,MA-NAT,main,1973,1973,,,430000.0,1574000.0,2039300.0,2039300.0
wheat,MA,MA-NAT,main,1974,1974,,,767.4,1853000.0,1917000.0,1917000.0
wheat,MA,MA-NAT,main,1975,1975,,,330000.0,1574820.0,1691100.0,1691100.0
wheat,MA,MA-NAT,main,1976,1976,,,508000.0,2188940.0,1921600.0,1921600.0
wheat,MA,MA-NAT,main,1977,1977,,,430.1,1287600.0,2029400.0,2029400.0
wheat,MA,MA-NAT,main,1978,1978,,,218500.0,1876450.0,1753600.0,1753600.0
wheat,MA,MA-NAT,main,1979,1979,,,532000.0,1796000.0,1656400.0,1656400.0
wheat,MA,MA-NAT,main,1980,1980,,,670.1,1811000.0,1714700.0,1714700.0
wheat,MA,MA-NAT,main,1981,1981,,,356500.0,892000.0,1647000.0,1647000.0
wheat,MA,MA-NAT,main,1982,1982,,,500000.0,2183400.0,1685800.0,1685800.0
wheat,MA,MA-NAT,main,1983,1983,,,760.0,1970200.0,1976000.0,1976000.0
wheat,MA,MA-NAT,main,1984,1984,,,380000.0,1989480.0,1855800.0,1855800.0
wheat,MA,MA-NAT,main,1985,1985,,,460000.0,2358000.0,1894000.0,1894000.0
wheat,MA,MA-NAT,main,1986,1986,,,934.8,3809100.0,2222620.0,2222620.0
wheat,MA,MA-NAT,main,1987,1987,,,430000.0,2427360.0,2288200.0,2288200.0
wheat,MA,MA-NAT,main,1988,1988,,,510000.0,4019340.0,2316400.0,2316400.0
wheat,MA,MA-NAT,main,1989,1989,,,626.7,3926960.0,2629500.0,2629500.0
wheat,MA,MA-NAT,main,1990,1990,,,319600.0,3613890.0,2719200.0,2719200.0
wheat,MA,MA-NAT,main,1991,1991,,,453000.0,4938920.0,2641300.0,2641300.0
wheat,MA,MA-NAT,main,1992,1992,,,860.7,1562160.0,2228300.0,2228300.0
wheat,MA,MA-NAT,main,1993,1993,,,389900.0,1573020.0,2310400.0,2310400.0
wheat,MA,MA-NAT,main,1994,1994,,,480900.0,5523210.0,3049700.0,3049700.0
wheat,MA,MA-NAT,main,1995,1995,,,764.4,1090710.0,1967900.0,1967900.0
wheat,MA,MA-NAT,main,1996,1996,,,367580.0,5915790.0,3212400.0,3212400.0
wheat,MA,MA-NAT,main,1997,1997,,,446400.0,2316490.0,2492900.0,2492900.0
wheat,MA,MA-NAT,main,1998,1998,,,486.8,4378480.0,3087000.0,3087000.0
wheat,MA,MA-NAT,main,1999,1999,,,217300.0,2153540.0,2690600.0,2690600.0
wheat,MA,MA-NAT,main,2000,2000,,,447300.0,1380700.0,2901600.0,2901600.0
wheat,MA,MA-NAT,main,2001,2001,,,869.7,3316380.0,2700600.0,2700600.0
wheat,MA,MA-NAT,main,2002,2002,,,389000.0,3358680.0,2625400.0,2625400.0
wheat,MA,MA-NAT,main,2003,2003,,,491700.0,5146840.0,2988900.0,2988900.0
wheat,MA,MA-NAT,main,2004,2004,,,753.9,5539840.0,3063700.0,3063700.0
wheat,MA,MA-NAT,main,2005,2005,,,370700.0,3043080.0,2965800.0,2965800.0
wheat,MA,MA-NAT,main,2006,2006,,,431800.0,6326760.0,3106700.0,3106700.0
wheat,MA,MA-NAT,main,2007,2007,,,1140.6,1582630.0,2571900.0,2571900.0
wheat,MA,MA-NAT,main,2008,2008,,,492500.0,3769450.0,2858100.0,2858100.0
wheat,MA,MA-NAT,main,2009,2009,,,424500.0,6371430.0,2977600.0,2977600.0
wheat,MA,MA-NAT,main,2010,2010,,,434.1,4876140.0,2852400.0,2852400.0
wheat,MA,MA-NAT,main,2011,2011,,,184270.0,6017821.0,3088000.0,3088000.0
wheat,MA,MA-NAT,main,2012,2012,,,394400.0,3878000.0,3142000.0,3142000.0
wheat,MA,MA-NAT,main,2013,2013,,,989.8,6933982.62,3204231.0,3204231.0
wheat,MA,MA-NAT,main,2014,2014,,,390360.0,5115884.22,2986158.0,2986158.0
wheat,MA,MA-NAT,main,2015,2015,,,415500.0,8074658.89,3273869.0,3273869.0
wheat,MA,MA-NAT,main,2016,2016,,,750.0,2731123.0,2413638.0,2413638.0
wheat,MA,MA-NAT,main,2017,2017,,,311620.0,7090817.0,3384225.0,3384225.0
wheat,MA,MA-NAT,main,2018,2018,,,411400.0,7320620.11,2842748.0,2842748.0
wheat,MA,MA-NAT,main,2019,2019,,,808.7,4025302.52,2505987.0,2505987.0
wheat,MA,MA-NAT,main,2020,2020,,,332700.0,2561897.5,2845290.0,2845290.0
wheat,MA,MA-NAT,main,2021,2021,,,362000.0,7543847.9,2864567.0,2864567.0
wheat,MA,MA-NAT,main,2022,2022,,,248.6,2707652.17,2436350.0,2436350.0
wheat,MA,MA-NAT,main,2023,2023,,,90000.0,4158471.49,2434223.0,2434223.0
